onboarding_task_id,employee_id,task_name,task_category,current_stage,task_status,due_date,completed_date,completion_percentage
ONB02108,10165,Tool Access Verification,IT,Enablement,Not Started,2011-03-17,,0.0
ONB02109,10165,First Week Check-in,Manager,Enablement,Not Started,2011-03-17,,0.0
ONB02110,10165,30-Day Onboarding Review,Manager,Productive,Complete,2011-04-06,2011-04-06,100.0
ONB02111,10113,Complete HR Documentation,HR,Preboarding,Complete,2014-11-13,2014-11-10,100.0
ONB02112,10113,Submit Required Identification,HR,Preboarding,Complete,2014-11-12,2014-11-14,100.0
ONB02113,10113,Complete New Hire Orientation,HR,Orientation,Complete,2014-11-17,2014-11-11,100.0
ONB02114,10113,Manager Introduction,Manager,Orientation,Complete,2014-11-15,2014-11-12,100.0
ONB02115,10113,Laptop Provisioning,IT,Setup,Complete,2014-11-17,2014-11-12,100.0
ONB02116,10113,Network Account Setup,IT,Setup,Complete,2014-11-15,2014-11-18,100.0
ONB02117,10113,Email and Collaboration Access,IT,Setup,Complete,2014-11-15,2014-11-17,100.0
ONB02118,10113,Security Awareness Training,Compliance,Enablement,Complete,2014-11-22,2014-11-20,100.0
ONB02119,10113,Company Policy Training,Compliance,Enablement,Complete,2014-11-20,2014-11-14,100.0
ONB02120,10113,Role-Specific Training,Role-specific,Enablement,Complete,2014-11-30,2014-11-22,100.0
ONB02121,10113,Department Process Training,Role-specific,Enablement,Complete,2014-11-25,2014-11-17,100.0
ONB02122,10113,Tool Access Verification,IT,Enablement,Complete,2014-11-20,2014-11-23,100.0
ONB02123,10113,First Week Check-in,Manager,Enablement,Overdue,2014-11-20,,15.0
ONB02124,10113,30-Day Onboarding Review,Manager,Productive,Complete,2014-12-10,2014-12-05,100.0
ONB02125,10092,Complete HR Documentation,HR,Preboarding,Complete,2011-01-13,2011-01-13,100.0
ONB02126,10092,Submit Required Identification,HR,Preboarding,Complete,2011-01-12,2011-01-15,100.0
ONB02127,10092,Complete New Hire Orientation,HR,Orientation,In Progress,2011-01-17,,22.0
ONB02128,10092,Manager Introduction,Manager,Orientation,Complete,2011-01-15,2011-01-18,100.0
ONB02129,10092,Laptop Provisioning,IT,Setup,Complete,2011-01-17,2011-01-12,100.0
ONB02130,10092,Network Account Setup,IT,Setup,Blocked,2011-01-15,,55.0
ONB02131,10092,Email and Collaboration Access,IT,Setup,Overdue,2011-01-15,,72.0
ONB02132,10092,Security Awareness Training,Compliance,Enablement,Complete,2011-01-22,2011-01-22,100.0
ONB02133,10092,Company Policy Training,Compliance,Enablement,Complete,2011-01-20,2011-01-19,100.0
ONB02134,10092,Role-Specific Training,Role-specific,Enablement,Blocked,2011-01-30,,29.0
ONB02135,10092,Department Process Training,Role-specific,Enablement,Complete,2011-01-25,2011-01-22,100.0
ONB02136,10092,Tool Access Verification,IT,Enablement,Complete,2011-01-20,2011-01-15,100.0
ONB02137,10092,First Week Check-in,Manager,Enablement,Complete,2011-01-20,2011-01-19,100.0
ONB02138,10092,30-Day Onboarding Review,Manager,Productive,Complete,2011-02-09,2011-02-08,100.0
ONB02139,10106,Complete HR Documentation,HR,Preboarding,Complete,2013-01-10,2013-01-09,100.0
ONB02140,10106,Submit Required Identification,HR,Preboarding,In Progress,2013-01-09,,87.0
ONB02141,10106,Complete New Hire Orientation,HR,Orientation,In Progress,2013-01-14,,50.0
ONB02142,10106,Manager Introduction,Manager,Orientation,Complete,2013-01-12,2013-01-13,100.0
ONB02143,10106,Laptop Provisioning,IT,Setup,Complete,2013-01-14,2013-01-17,100.0
ONB02144,10106,Network Account Setup,IT,Setup,Complete,2013-01-12,2013-01-13,100.0
ONB02145,10106,Email and Collaboration Access,IT,Setup,Complete,2013-01-12,2013-01-09,100.0
ONB02146,10106,Security Awareness Training,Compliance,Enablement,Complete,2013-01-19,2013-01-11,100.0
ONB02147,10106,Company Policy Training,Compliance,Enablement,Overdue,2013-01-17,,65.0
ONB02148,10106,Role-Specific Training,Role-specific,Enablement,Complete,2013-01-27,2013-01-15,100.0
ONB02149,10106,Department Process Training,Role-specific,Enablement,Complete,2013-01-22,2013-01-19,100.0
ONB02150,10106,Tool Access Verification,IT,Enablement,In Progress,2013-01-17,,40.0
ONB02151,10106,First Week Check-in,Manager,Enablement,Complete,2013-01-17,2013-01-19,100.0
ONB02152,10106,30-Day Onboarding Review,Manager,Productive,Overdue,2013-02-06,,10.0
ONB02153,10052,Complete HR Documentation,HR,Preboarding,Not Started,2012-07-12,,0.0
ONB02154,10052,Submit Required Identification,HR,Preboarding,Complete,2012-07-11,2012-07-11,100.0
ONB02155,10052,Complete New Hire Orientation,HR,Orientation,Complete,2012-07-16,2012-07-14,100.0
ONB02156,10052,Manager Introduction,Manager,Orientation,Complete,2012-07-14,2012-07-14,100.0
ONB02157,10052,Laptop Provisioning,IT,Setup,In Progress,2012-07-16,,68.0
ONB02158,10052,Network Account Setup,IT,Setup,Complete,2012-07-14,2012-07-12,100.0
ONB02159,10052,Email and Collaboration Access,IT,Setup,Overdue,2012-07-14,,80.0
ONB02160,10052,Security Awareness Training,Compliance,Enablement,Complete,2012-07-21,2012-07-14,100.0
ONB02161,10052,Company Policy Training,Compliance,Enablement,Complete,2012-07-19,2012-07-18,100.0
ONB02162,10052,Role-Specific Training,Role-specific,Enablement,Complete,2012-07-29,2012-07-21,100.0
ONB02163,10052,Department Process Training,Role-specific,Enablement,Complete,2012-07-24,2012-07-25,100.0
ONB02164,10052,Tool Access Verification,IT,Enablement,Complete,2012-07-19,2012-07-16,100.0
ONB02165,10052,First Week Check-in,Manager,Enablement,Complete,2012-07-19,2012-07-14,100.0
ONB02166,10052,30-Day Onboarding Review,Manager,Productive,Complete,2012-08-08,2012-07-31,100.0
ONB02167,10038,Complete HR Documentation,HR,Preboarding,Complete,2014-01-09,2014-01-08,100.0
ONB02168,10038,Submit Required Identification,HR,Preboarding,Complete,2014-01-08,2014-01-10,100.0
ONB02169,10038,Complete New Hire Orientation,HR,Orientation,Complete,2014-01-13,2014-01-15,100.0
ONB02170,10038,Manager Introduction,Manager,Orientation,Complete,2014-01-11,2014-01-14,100.0
ONB02171,10038,Laptop Provisioning,IT,Setup,Complete,2014-01-13,2014-01-08,100.0
ONB02172,10038,Network Account Setup,IT,Setup,Complete,2014-01-11,2014-01-07,100.0
ONB02173,10038,Email and Collaboration Access,IT,Setup,Complete,2014-01-11,2014-01-12,100.0
ONB02174,10038,Security Awareness Training,Compliance,Enablement,In Progress,2014-01-18,,76.0
ONB02175,10038,Company Policy Training,Compliance,Enablement,Complete,2014-01-16,2014-01-09,100.0
ONB02176,10038,Role-Specific Training,Role-specific,Enablement,Complete,2014-01-26,2014-01-15,100.0
ONB02177,10038,Department Process Training,Role-specific,Enablement,Complete,2014-01-21,2014-01-13,100.0
ONB02178,10038,Tool Access Verification,IT,Enablement,Complete,2014-01-16,2014-01-15,100.0
ONB02179,10038,First Week Check-in,Manager,Enablement,Blocked,2014-01-16,,33.0
ONB02180,10038,30-Day Onboarding Review,Manager,Productive,Complete,2014-02-05,2014-01-30,100.0
ONB02181,10249,Complete HR Documentation,HR,Preboarding,Complete,2012-04-05,2012-04-04,100.0
ONB02182,10249,Submit Required Identification,HR,Preboarding,Complete,2012-04-04,2012-04-07,100.0
ONB02183,10249,Complete New Hire Orientation,HR,Orientation,Complete,2012-04-09,2012-04-03,100.0
ONB02184,10249,Manager Introduction,Manager,Orientation,Overdue,2012-04-07,,66.0
ONB02185,10249,Laptop Provisioning,IT,Setup,Complete,2012-04-09,2012-04-06,100.0
ONB02186,10249,Network Account Setup,IT,Setup,In Progress,2012-04-07,,41.0
ONB02187,10249,Email and Collaboration Access,IT,Setup,In Progress,2012-04-07,,64.0
ONB02188,10249,Security Awareness Training,Compliance,Enablement,In Progress,2012-04-14,,55.0
ONB02189,10249,Company Policy Training,Compliance,Enablement,Complete,2012-04-12,2012-04-14,100.0
ONB02190,10249,Role-Specific Training,Role-specific,Enablement,Blocked,2012-04-22,,44.0
ONB02191,10249,Department Process Training,Role-specific,Enablement,Complete,2012-04-17,2012-04-14,100.0
ONB02192,10249,Tool Access Verification,IT,Enablement,Overdue,2012-04-12,,44.0
ONB02193,10249,First Week Check-in,Manager,Enablement,In Progress,2012-04-12,,63.0
ONB02194,10249,30-Day Onboarding Review,Manager,Productive,Complete,2012-05-02,2012-05-04,100.0
ONB02195,10232,Complete HR Documentation,HR,Preboarding,Complete,2016-10-05,2016-10-02,100.0
ONB02196,10232,Submit Required Identification,HR,Preboarding,Complete,2016-10-04,2016-10-05,100.0
ONB02197,10232,Complete New Hire Orientation,HR,Orientation,In Progress,2016-10-09,,56.0
ONB02198,10232,Manager Introduction,Manager,Orientation,In Progress,2016-10-07,,88.0
ONB02199,10232,Laptop Provisioning,IT,Setup,Complete,2016-10-09,2016-10-03,100.0
ONB02200,10232,Network Account Setup,IT,Setup,Complete,2016-10-07,2016-10-06,100.0
ONB02201,10232,Email and Collaboration Access,IT,Setup,Complete,2016-10-07,2016-10-05,100.0
ONB02202,10232,Security Awareness Training,Compliance,Enablement,Complete,2016-10-14,2016-10-05,100.0
ONB02203,10232,Company Policy Training,Compliance,Enablement,Blocked,2016-10-12,,57.0
ONB02204,10232,Role-Specific Training,Role-specific,Enablement,In Progress,2016-10-22,,72.0
ONB02205,10232,Department Process Training,Role-specific,Enablement,Complete,2016-10-17,2016-10-07,100.0
ONB02206,10232,Tool Access Verification,IT,Enablement,Complete,2016-10-12,2016-10-10,100.0
ONB02207,10232,First Week Check-in,Manager,Enablement,Complete,2016-10-12,2016-10-11,100.0
ONB02208,10232,30-Day Onboarding Review,Manager,Productive,Complete,2016-11-01,2016-10-28,100.0
ONB02209,10087,Complete HR Documentation,HR,Preboarding,Complete,2011-09-29,2011-09-30,100.0
ONB02210,10087,Complete New Hire Orientation,HR,Orientation,Not Started,2011-10-03,,0.0
ONB02211,10087,Manager Introduction,Manager,Orientation,Complete,2011-10-01,2011-09-30,100.0
ONB02212,10087,Laptop Provisioning,IT,Setup,Not Started,2011-10-03,,0.0
ONB02213,10087,Network Account Setup,IT,Setup,Complete,2011-10-01,2011-10-02,100.0
ONB02214,10087,Email and Collaboration Access,IT,Setup,Complete,2011-10-01,2011-10-03,100.0
ONB02215,10087,Security Awareness Training,Compliance,Enablement,Complete,2011-10-08,2011-10-06,100.0
ONB02216,10087,Company Policy Training,Compliance,Enablement,Complete,2011-10-06,2011-10-09,100.0
ONB02217,10087,Role-Specific Training,Role-specific,Enablement,Blocked,2011-10-16,,13.0
ONB02218,10087,Department Process Training,Role-specific,Enablement,Complete,2011-10-11,2011-10-11,100.0
ONB02219,10087,Tool Access Verification,IT,Enablement,Complete,2011-10-06,2011-10-02,100.0
ONB02220,10087,First Week Check-in,Manager,Enablement,Overdue,2011-10-06,,44.0
ONB02221,10134,Complete HR Documentation,HR,Preboarding,Complete,2016-01-08,2016-01-11,100.0
ONB02222,10134,Submit Required Identification,HR,Preboarding,Complete,2016-01-07,2016-01-05,100.0
ONB02223,10134,Complete New Hire Orientation,HR,Orientation,Complete,2016-01-12,2016-01-08,100.0
ONB02224,10134,Manager Introduction,Manager,Orientation,In Progress,2016-01-10,,21.0
ONB02225,10134,Laptop Provisioning,IT,Setup,Complete,2016-01-12,2016-01-12,100.0
ONB02226,10134,Network Account Setup,IT,Setup,Complete,2016-01-10,2016-01-12,100.0
ONB02227,10134,Email and Collaboration Access,IT,Setup,Complete,2016-01-10,2016-01-13,100.0
ONB02228,10134,Security Awareness Training,Compliance,Enablement,Blocked,2016-01-17,,8.0
ONB02229,10134,Company Policy Training,Compliance,Enablement,Complete,2016-01-15,2016-01-17,100.0
ONB02230,10134,Role-Specific Training,Role-specific,Enablement,Complete,2016-01-25,2016-01-11,100.0
ONB02231,10134,Department Process Training,Role-specific,Enablement,In Progress,2016-01-20,,83.0
ONB02232,10134,Tool Access Verification,IT,Enablement,Complete,2016-01-15,2016-01-09,100.0
ONB02233,10134,First Week Check-in,Manager,Enablement,In Progress,2016-01-15,,89.0
ONB02234,10134,30-Day Onboarding Review,Manager,Productive,Complete,2016-02-04,2016-02-04,100.0
ONB02235,10251,Complete HR Documentation,HR,Preboarding,Complete,2012-05-17,2012-05-19,100.0
ONB02236,10251,Submit Required Identification,HR,Preboarding,Complete,2012-05-16,2012-05-19,100.0
ONB02237,10251,Complete New Hire Orientation,HR,Orientation,In Progress,2012-05-21,,47.0
ONB02238,10251,Laptop Provisioning,IT,Setup,Complete,2012-05-21,2012-05-22,100.0
ONB02239,10251,Network Account Setup,IT,Setup,Complete,2012-05-19,2012-05-18,100.0
ONB02240,10251,Email and Collaboration Access,IT,Setup,Blocked,2012-05-19,,29.0
ONB02241,10251,Security Awareness Training,Compliance,Enablement,Complete,2012-05-26,2012-05-25,100.0
ONB02242,10251,Company Policy Training,Compliance,Enablement,In Progress,2012-05-24,,68.0
ONB02243,10251,Role-Specific Training,Role-specific,Enablement,In Progress,2012-06-03,,25.0
ONB02244,10251,Department Process Training,Role-specific,Enablement,Complete,2012-05-29,2012-05-25,100.0
ONB02245,10251,Tool Access Verification,IT,Enablement,Complete,2012-05-24,2012-05-21,100.0
ONB02246,10251,First Week Check-in,Manager,Enablement,Blocked,2012-05-24,,20.0
ONB02247,10103,Complete HR Documentation,HR,Preboarding,In Progress,2012-05-03,,56.0
ONB02248,10103,Submit Required Identification,HR,Preboarding,Complete,2012-05-02,2012-05-05,100.0
ONB02249,10103,Manager Introduction,Manager,Orientation,In Progress,2012-05-05,,71.0
ONB02250,10103,Laptop Provisioning,IT,Setup,Complete,2012-05-07,2012-05-09,100.0
ONB02251,10103,Network Account Setup,IT,Setup,Complete,2012-05-05,2012-05-05,100.0
ONB02252,10103,Security Awareness Training,Compliance,Enablement,Blocked,2012-05-12,,30.0
ONB02253,10103,Company Policy Training,Compliance,Enablement,Complete,2012-05-10,2012-05-09,100.0
ONB02254,10103,Role-Specific Training,Role-specific,Enablement,Complete,2012-05-20,2012-05-18,100.0
ONB02255,10103,Department Process Training,Role-specific,Enablement,Complete,2012-05-15,2012-05-06,100.0
ONB02256,10103,Tool Access Verification,IT,Enablement,Complete,2012-05-10,2012-05-09,100.0
ONB02257,10103,First Week Check-in,Manager,Enablement,Blocked,2012-05-10,,70.0
ONB02258,10103,30-Day Onboarding Review,Manager,Productive,Blocked,2012-05-30,,11.0
ONB02259,10017,Complete HR Documentation,HR,Preboarding,Not Started,2013-10-03,,0.0
ONB02260,10017,Submit Required Identification,HR,Preboarding,Complete,2013-10-02,2013-10-01,100.0
ONB02261,10017,Complete New Hire Orientation,HR,Orientation,Complete,2013-10-07,2013-10-01,100.0
ONB02262,10017,Manager Introduction,Manager,Orientation,Complete,2013-10-05,2013-10-07,100.0
ONB02263,10017,Laptop Provisioning,IT,Setup,In Progress,2013-10-07,,62.0
ONB02264,10017,Network Account Setup,IT,Setup,Complete,2013-10-05,2013-10-02,100.0
ONB02265,10017,Email and Collaboration Access,IT,Setup,Complete,2013-10-05,2013-10-04,100.0
ONB02266,10017,Security Awareness Training,Compliance,Enablement,Complete,2013-10-12,2013-10-06,100.0
ONB02267,10017,Company Policy Training,Compliance,Enablement,Complete,2013-10-10,2013-10-10,100.0
ONB02268,10017,Role-Specific Training,Role-specific,Enablement,Complete,2013-10-20,2013-10-08,100.0
ONB02269,10017,Department Process Training,Role-specific,Enablement,Complete,2013-10-15,2013-10-18,100.0
ONB02270,10017,Tool Access Verification,IT,Enablement,Complete,2013-10-10,2013-10-05,100.0
ONB02271,10017,First Week Check-in,Manager,Enablement,Complete,2013-10-10,2013-10-06,100.0
ONB02272,10017,30-Day Onboarding Review,Manager,Productive,Complete,2013-10-30,2013-10-30,100.0
ONB02273,10186,Complete HR Documentation,HR,Preboarding,Complete,2011-07-08,2011-07-11,100.0
ONB02274,10186,Submit Required Identification,HR,Preboarding,In Progress,2011-07-07,,33.0
ONB02275,10186,Complete New Hire Orientation,HR,Orientation,In Progress,2011-07-12,,35.0
ONB02276,10186,Manager Introduction,Manager,Orientation,Complete,2011-07-10,2011-07-09,100.0
ONB02277,10186,Laptop Provisioning,IT,Setup,Overdue,2011-07-12,,56.0
ONB02278,10186,Network Account Setup,IT,Setup,In Progress,2011-07-10,,16.0
ONB02279,10186,Email and Collaboration Access,IT,Setup,Complete,2011-07-10,2011-07-12,100.0
ONB02280,10186,Security Awareness Training,Compliance,Enablement,In Progress,2011-07-17,,88.0
ONB02281,10186,Company Policy Training,Compliance,Enablement,Complete,2011-07-15,2011-07-13,100.0
ONB02282,10186,Role-Specific Training,Role-specific,Enablement,Complete,2011-07-25,2011-07-25,100.0
ONB02283,10186,Department Process Training,Role-specific,Enablement,Complete,2011-07-20,2011-07-12,100.0
ONB02284,10186,Tool Access Verification,IT,Enablement,Complete,2011-07-15,2011-07-08,100.0
ONB02285,10186,First Week Check-in,Manager,Enablement,Blocked,2011-07-15,,56.0
ONB02286,10186,30-Day Onboarding Review,Manager,Productive,Overdue,2011-08-04,,85.0
ONB02287,10137,Complete HR Documentation,HR,Preboarding,Complete,2013-07-11,2013-07-08,100.0
ONB02288,10137,Submit Required Identification,HR,Preboarding,Complete,2013-07-10,2013-07-08,100.0
ONB02289,10137,Complete New Hire Orientation,HR,Orientation,Complete,2013-07-15,2013-07-17,100.0
ONB02290,10137,Manager Introduction,Manager,Orientation,Complete,2013-07-13,2013-07-16,100.0
ONB02291,10137,Laptop Provisioning,IT,Setup,Complete,2013-07-15,2013-07-09,100.0
ONB02292,10137,Network Account Setup,IT,Setup,In Progress,2013-07-13,,87.0
ONB02293,10137,Email and Collaboration Access,IT,Setup,Complete,2013-07-13,2013-07-10,100.0
ONB02294,10137,Security Awareness Training,Compliance,Enablement,Complete,2013-07-20,2013-07-12,100.0
ONB02295,10137,Company Policy Training,Compliance,Enablement,In Progress,2013-07-18,,33.0
ONB02296,10137,Role-Specific Training,Role-specific,Enablement,Overdue,2013-07-28,,90.0
ONB02297,10137,Department Process Training,Role-specific,Enablement,Blocked,2013-07-23,,58.0
ONB02298,10137,Tool Access Verification,IT,Enablement,Complete,2013-07-18,2013-07-15,100.0
ONB02299,10137,First Week Check-in,Manager,Enablement,Complete,2013-07-18,2013-07-20,100.0
ONB02300,10137,30-Day Onboarding Review,Manager,Productive,Complete,2013-08-07,2013-08-06,100.0
ONB02301,10008,Complete HR Documentation,HR,Preboarding,Complete,2011-01-24,2011-01-25,100.0
ONB02302,10008,Submit Required Identification,HR,Preboarding,In Progress,2011-01-23,,74.0
ONB02303,10008,Complete New Hire Orientation,HR,Orientation,Blocked,2011-01-28,,14.0
ONB02304,10008,Manager Introduction,Manager,Orientation,Complete,2011-01-26,2011-01-29,100.0
ONB02305,10008,Laptop Provisioning,IT,Setup,Complete,2011-01-28,2011-01-27,100.0
ONB02306,10008,Network Account Setup,IT,Setup,Complete,2011-01-26,2011-01-23,100.0
ONB02307,10008,Email and Collaboration Access,IT,Setup,Blocked,2011-01-26,,35.0
ONB02308,10008,Security Awareness Training,Compliance,Enablement,Overdue,2011-02-02,,45.0
