learning_record_id,employee_id,course_name,course_type,assigned_date,completed_date,assessment_score,completion_time_hours,course_status
LRN01784,10004,Company Orientation,Orientation,2011-11-07,2011-11-14,82.71,1.57,Completed
LRN01785,10004,HR Policies and Benefits,Orientation,2011-11-08,2011-11-17,100.0,2.45,Completed
LRN01786,10004,Communication and Collaboration Tools,Orientation,2011-11-09,2011-11-11,79.23,1.7,Completed
LRN01787,10004,Department Process Training,Role-specific,2011-11-12,,,,Assigned
LRN01788,10004,Role Fundamentals,Role-specific,2011-11-14,,,,In Progress
LRN01789,10004,Role Tools and Systems,Role-specific,2011-11-15,2011-12-03,90.81,4.01,Completed
LRN01790,10191,Information Security Awareness,Compliance,2012-09-25,2012-09-30,94.02,2.45,Completed
LRN01791,10191,Data Privacy and Protection,Compliance,2012-09-26,2012-10-06,80.83,2.21,Completed
LRN01792,10191,Code of Conduct,Compliance,2012-09-24,,68.28,,In Progress
LRN01793,10191,Workplace Safety,Compliance,2012-09-25,2012-10-03,83.37,1.8,Completed
LRN01794,10191,Company Orientation,Orientation,2012-09-24,,,,In Progress
LRN01795,10191,HR Policies and Benefits,Orientation,2012-09-25,,,,In Progress
LRN01796,10191,Communication and Collaboration Tools,Orientation,2012-09-26,2012-10-02,82.96,2.06,Completed
LRN01797,10191,Department Process Training,Role-specific,2012-09-29,,,,Assigned
LRN01798,10191,Role Fundamentals,Role-specific,2012-10-01,,81.71,,In Progress
LRN01799,10191,Role Tools and Systems,Role-specific,2012-10-02,2012-10-10,78.83,6.13,Completed
LRN01800,10191,Professional Development,Optional,2012-10-09,,,,In Progress
LRN01801,10219,Information Security Awareness,Compliance,2014-01-07,2014-01-12,82.82,2.19,Completed
LRN01802,10219,Data Privacy and Protection,Compliance,2014-01-08,,,,Assigned
LRN01803,10219,Code of Conduct,Compliance,2014-01-06,2014-01-13,95.16,1.68,Completed
LRN01804,10219,Workplace Safety,Compliance,2014-01-07,2014-01-21,87.81,2.41,Completed
LRN01805,10219,Company Orientation,Orientation,2014-01-06,2014-01-10,87.33,2.1,Completed
LRN01806,10219,HR Policies and Benefits,Orientation,2014-01-07,2014-01-16,89.06,3.03,Completed
LRN01807,10219,Communication and Collaboration Tools,Orientation,2014-01-08,,,,Assigned
LRN01808,10219,Department Process Training,Role-specific,2014-01-11,2014-01-13,85.94,3.63,Completed
LRN01809,10219,Role Fundamentals,Role-specific,2014-01-13,,,,In Progress
LRN01810,10219,Role Tools and Systems,Role-specific,2014-01-14,2014-01-23,86.13,7.36,Completed
LRN01811,10077,Information Security Awareness,Compliance,2016-05-12,,,,In Progress
LRN01812,10077,Data Privacy and Protection,Compliance,2016-05-13,2016-05-22,75.32,1.14,Completed
LRN01813,10077,Code of Conduct,Compliance,2016-05-11,2016-05-14,86.34,1.4,Completed
LRN01814,10077,Workplace Safety,Compliance,2016-05-12,2016-05-15,89.62,2.26,Completed
LRN01815,10077,Company Orientation,Orientation,2016-05-11,2016-05-17,92.13,3.07,Completed
LRN01816,10077,HR Policies and Benefits,Orientation,2016-05-12,2016-05-20,91.23,2.21,Completed
LRN01817,10077,Communication and Collaboration Tools,Orientation,2016-05-13,,,,In Progress
LRN01818,10077,Department Process Training,Role-specific,2016-05-16,2016-05-23,84.96,4.31,Completed
LRN01819,10077,Role Fundamentals,Role-specific,2016-05-18,,,,Assigned
LRN01820,10077,Role Tools and Systems,Role-specific,2016-05-19,2016-05-20,95.19,3.71,Completed
LRN01821,10077,Professional Development,Optional,2016-05-26,,,,In Progress
LRN01822,10073,Information Security Awareness,Compliance,2011-07-06,2011-07-08,90.53,2.2,Completed
LRN01823,10073,Data Privacy and Protection,Compliance,2011-07-07,,69.33,,In Progress
LRN01824,10073,Code of Conduct,Compliance,2011-07-05,,,,In Progress
LRN01825,10073,Workplace Safety,Compliance,2011-07-06,,,,Assigned
LRN01826,10073,Company Orientation,Orientation,2011-07-05,2011-07-14,95.63,2.79,Completed
LRN01827,10073,HR Policies and Benefits,Orientation,2011-07-06,2011-07-15,100.0,2.13,Completed
LRN01828,10073,Communication and Collaboration Tools,Orientation,2011-07-07,2011-07-22,87.37,3.16,Completed
LRN01829,10073,Department Process Training,Role-specific,2011-07-10,,,,In Progress
LRN01830,10073,Role Fundamentals,Role-specific,2011-07-12,,,,Assigned
LRN01831,10073,Role Tools and Systems,Role-specific,2011-07-13,2011-07-24,85.55,6.09,Completed
LRN01832,10073,Professional Development,Optional,2011-07-20,2011-07-31,78.7,4.27,Completed
LRN01833,10279,Information Security Awareness,Compliance,2013-11-12,,,,Assigned
LRN01834,10279,Data Privacy and Protection,Compliance,2013-11-13,2013-11-15,78.05,2.16,Completed
LRN01835,10279,Code of Conduct,Compliance,2013-11-11,2013-11-21,84.01,1.56,Completed
LRN01836,10279,Workplace Safety,Compliance,2013-11-12,2013-11-20,82.24,1.44,Completed
LRN01837,10279,Company Orientation,Orientation,2013-11-11,,,,In Progress
LRN01838,10279,HR Policies and Benefits,Orientation,2013-11-12,2013-11-17,82.98,1.62,Completed
LRN01839,10279,Communication and Collaboration Tools,Orientation,2013-11-13,2013-11-16,77.91,3.45,Completed
LRN01840,10279,Department Process Training,Role-specific,2013-11-16,2013-11-18,90.58,4.71,Completed
LRN01841,10279,Role Fundamentals,Role-specific,2013-11-18,2013-12-06,88.18,5.68,Completed
LRN01842,10279,Role Tools and Systems,Role-specific,2013-11-19,2013-11-20,88.73,4.16,Completed
LRN01843,10110,Data Privacy and Protection,Compliance,2013-11-13,2013-11-25,77.12,2.08,Completed
LRN01844,10110,Code of Conduct,Compliance,2013-11-11,2013-11-15,84.6,0.91,Completed
LRN01845,10110,Workplace Safety,Compliance,2013-11-12,,,,Overdue
LRN01846,10110,Company Orientation,Orientation,2013-11-11,2013-11-12,85.72,1.79,Completed
LRN01847,10110,HR Policies and Benefits,Orientation,2013-11-12,2013-11-13,85.91,2.19,Completed
LRN01848,10110,Communication and Collaboration Tools,Orientation,2013-11-13,,,,In Progress
LRN01849,10110,Department Process Training,Role-specific,2013-11-16,2013-11-28,97.57,4.46,Completed
LRN01850,10110,Role Fundamentals,Role-specific,2013-11-18,2013-11-30,94.58,6.78,Completed
LRN01851,10110,Role Tools and Systems,Role-specific,2013-11-19,,,,In Progress
LRN01852,10110,Professional Development,Optional,2013-11-26,,,,Assigned
LRN01853,10053,Information Security Awareness,Compliance,2011-06-01,2011-06-13,96.52,3.1,Completed
LRN01854,10053,Data Privacy and Protection,Compliance,2011-06-02,,,,In Progress
LRN01855,10053,Code of Conduct,Compliance,2011-05-31,2011-06-06,89.86,1.32,Completed
LRN01856,10053,Workplace Safety,Compliance,2011-06-01,2011-06-09,83.7,2.53,Completed
LRN01857,10053,Company Orientation,Orientation,2011-05-31,,,,In Progress
LRN01858,10053,HR Policies and Benefits,Orientation,2011-06-01,,,,In Progress
LRN01859,10053,Communication and Collaboration Tools,Orientation,2011-06-02,2011-06-05,75.76,3.06,Completed
LRN01860,10053,Department Process Training,Role-specific,2011-06-05,2011-06-17,80.82,5.02,Completed
LRN01861,10053,Role Fundamentals,Role-specific,2011-06-07,,,,Overdue
LRN01862,10053,Role Tools and Systems,Role-specific,2011-06-08,,,,Overdue
LRN01863,10076,Information Security Awareness,Compliance,2015-03-31,,,,Assigned
LRN01864,10076,Data Privacy and Protection,Compliance,2015-04-01,,,,In Progress
LRN01865,10076,Code of Conduct,Compliance,2015-03-30,2015-04-07,93.18,1.43,Completed
LRN01866,10076,Workplace Safety,Compliance,2015-03-31,2015-04-02,99.65,2.8,Completed
LRN01867,10076,Company Orientation,Orientation,2015-03-30,,,,Overdue
LRN01868,10076,HR Policies and Benefits,Orientation,2015-03-31,,,,Assigned
LRN01869,10076,Communication and Collaboration Tools,Orientation,2015-04-01,,,,Assigned
LRN01870,10076,Department Process Training,Role-specific,2015-04-04,2015-04-18,89.47,4.36,Completed
LRN01871,10076,Role Fundamentals,Role-specific,2015-04-06,2015-04-11,83.38,5.81,Completed
LRN01872,10076,Role Tools and Systems,Role-specific,2015-04-07,2015-04-19,84.08,4.55,Completed
LRN01873,10145,Information Security Awareness,Compliance,2013-01-08,,,,Assigned
LRN01874,10145,Data Privacy and Protection,Compliance,2013-01-09,2013-01-11,87.63,2.23,Completed
LRN01875,10145,Code of Conduct,Compliance,2013-01-07,2013-01-14,88.51,1.52,Completed
LRN01876,10145,Workplace Safety,Compliance,2013-01-08,2013-01-16,89.62,1.88,Completed
LRN01877,10145,Company Orientation,Orientation,2013-01-07,2013-01-16,100.0,1.9,Completed
LRN01878,10145,HR Policies and Benefits,Orientation,2013-01-08,2013-01-12,78.34,1.96,Completed
LRN01879,10145,Communication and Collaboration Tools,Orientation,2013-01-09,,,,Assigned
LRN01880,10145,Department Process Training,Role-specific,2013-01-12,2013-01-20,90.23,3.45,Completed
LRN01881,10145,Role Fundamentals,Role-specific,2013-01-14,2013-01-15,85.84,4.1,Completed
LRN01882,10145,Role Tools and Systems,Role-specific,2013-01-15,2013-01-18,92.11,4.72,Completed
LRN01883,10145,Professional Development,Optional,2013-01-22,,53.16,,In Progress
LRN01884,10202,Information Security Awareness,Compliance,2016-07-07,2016-07-18,71.41,2.92,Completed
LRN01885,10202,Data Privacy and Protection,Compliance,2016-07-08,2016-07-09,100.0,1.09,Completed
LRN01886,10202,Code of Conduct,Compliance,2016-07-06,,,,Overdue
LRN01887,10202,Workplace Safety,Compliance,2016-07-07,2016-07-09,81.07,2.17,Completed
LRN01888,10202,Company Orientation,Orientation,2016-07-06,2016-07-10,78.71,2.89,Completed
LRN01889,10202,HR Policies and Benefits,Orientation,2016-07-07,,,,Assigned
LRN01890,10202,Communication and Collaboration Tools,Orientation,2016-07-08,,,,Assigned
LRN01891,10202,Department Process Training,Role-specific,2016-07-11,2016-07-14,74.78,5.28,Completed
LRN01892,10202,Role Fundamentals,Role-specific,2016-07-13,2016-07-14,95.77,5.04,Completed
LRN01893,10202,Role Tools and Systems,Role-specific,2016-07-14,2016-07-22,86.97,5.87,Completed
LRN01894,10128,Information Security Awareness,Compliance,2012-04-03,2012-04-12,96.44,2.5,Completed
LRN01895,10128,Data Privacy and Protection,Compliance,2012-04-04,2012-04-06,81.48,1.78,Completed
LRN01896,10128,Code of Conduct,Compliance,2012-04-02,2012-04-12,97.99,1.44,Completed
LRN01897,10128,Workplace Safety,Compliance,2012-04-03,2012-04-04,66.17,2.23,Completed
LRN01898,10128,Company Orientation,Orientation,2012-04-02,2012-04-06,87.45,2.25,Completed
LRN01899,10128,HR Policies and Benefits,Orientation,2012-04-03,2012-04-12,93.38,2.1,Completed
LRN01900,10128,Communication and Collaboration Tools,Orientation,2012-04-04,2012-04-07,74.24,2.61,Completed
LRN01901,10128,Department Process Training,Role-specific,2012-04-07,2012-04-16,87.63,2.89,Completed
LRN01902,10128,Role Fundamentals,Role-specific,2012-04-09,2012-04-18,92.91,6.73,Completed
LRN01903,10128,Role Tools and Systems,Role-specific,2012-04-10,,,,In Progress
LRN01904,10128,Professional Development,Optional,2012-04-17,,,,In Progress
LRN01905,10068,Information Security Awareness,Compliance,2015-03-31,2015-04-10,91.64,2.88,Completed
LRN01906,10068,Data Privacy and Protection,Compliance,2015-04-01,2015-04-06,78.16,2.41,Completed
LRN01907,10068,Code of Conduct,Compliance,2015-03-30,2015-04-09,94.52,1.45,Completed
LRN01908,10068,Workplace Safety,Compliance,2015-03-31,2015-04-09,84.83,2.25,Completed
LRN01909,10068,Company Orientation,Orientation,2015-03-30,,,,Overdue
LRN01910,10068,HR Policies and Benefits,Orientation,2015-03-31,2015-04-08,86.71,1.74,Completed
LRN01911,10068,Communication and Collaboration Tools,Orientation,2015-04-01,2015-04-05,88.77,3.31,Completed
LRN01912,10068,Department Process Training,Role-specific,2015-04-04,2015-04-22,89.12,3.76,Completed
LRN01913,10068,Role Fundamentals,Role-specific,2015-04-06,2015-04-15,90.35,5.03,Completed
LRN01914,10068,Role Tools and Systems,Role-specific,2015-04-07,,,,In Progress
LRN01915,10068,Professional Development,Optional,2015-04-14,2015-05-03,75.24,3.66,Completed
LRN01916,10116,Information Security Awareness,Compliance,2012-08-17,2012-08-24,92.64,2.42,Completed
LRN01917,10116,Data Privacy and Protection,Compliance,2012-08-18,,56.03,,In Progress
LRN01918,10116,Code of Conduct,Compliance,2012-08-16,,,,Overdue
LRN01919,10116,Workplace Safety,Compliance,2012-08-17,2012-08-24,91.16,1.79,Completed
LRN01920,10116,Company Orientation,Orientation,2012-08-16,2012-08-20,94.81,2.24,Completed
LRN01921,10116,HR Policies and Benefits,Orientation,2012-08-17,,,,Assigned
LRN01922,10116,Communication and Collaboration Tools,Orientation,2012-08-18,2012-08-24,89.99,3.32,Completed
LRN01923,10116,Department Process Training,Role-specific,2012-08-21,2012-09-02,91.75,3.08,Completed
LRN01924,10116,Role Fundamentals,Role-specific,2012-08-23,2012-09-04,77.33,4.4,Completed
LRN01925,10116,Role Tools and Systems,Role-specific,2012-08-24,2012-08-25,86.64,2.17,Completed
LRN01926,10298,Information Security Awareness,Compliance,2011-08-16,2011-08-18,74.41,2.09,Completed
LRN01927,10298,Data Privacy and Protection,Compliance,2011-08-17,2011-09-01,77.19,1.57,Completed
LRN01928,10298,Code of Conduct,Compliance,2011-08-15,2011-08-24,92.22,1.71,Completed
LRN01929,10298,Workplace Safety,Compliance,2011-08-16,,,,In Progress
LRN01930,10298,Company Orientation,Orientation,2011-08-15,2011-08-16,83.32,2.24,Completed
LRN01931,10298,HR Policies and Benefits,Orientation,2011-08-16,2011-08-19,94.14,2.4,Completed
LRN01932,10298,Communication and Collaboration Tools,Orientation,2011-08-17,,,,Overdue
LRN01933,10298,Department Process Training,Role-specific,2011-08-20,2011-08-25,83.4,3.43,Completed
LRN01934,10298,Role Fundamentals,Role-specific,2011-08-22,2011-08-30,99.94,6.37,Completed
LRN01935,10298,Role Tools and Systems,Role-specific,2011-08-23,,,,Assigned
LRN01936,10213,Information Security Awareness,Compliance,2011-11-08,2011-11-17,97.62,1.84,Completed
LRN01937,10213,Workplace Safety,Compliance,2011-11-08,,63.63,,In Progress
LRN01938,10213,Company Orientation,Orientation,2011-11-07,2011-11-12,94.01,2.97,Completed
LRN01939,10213,HR Policies and Benefits,Orientation,2011-11-08,2011-11-09,74.39,2.31,Completed
LRN01940,10213,Communication and Collaboration Tools,Orientation,2011-11-09,2011-11-10,96.29,2.39,Completed
LRN01941,10213,Department Process Training,Role-specific,2011-11-12,2011-11-26,93.14,2.82,Completed
LRN01942,10213,Role Fundamentals,Role-specific,2011-11-14,2011-11-23,85.84,4.73,Completed
LRN01943,10213,Role Tools and Systems,Role-specific,2011-11-15,2011-11-23,97.58,6.01,Completed
LRN01944,10288,Information Security Awareness,Compliance,2012-02-16,2012-02-27,93.63,2.27,Completed
LRN01945,10288,Data Privacy and Protection,Compliance,2012-02-17,2012-02-29,69.52,2.51,Completed
LRN01946,10288,Code of Conduct,Compliance,2012-02-15,2012-02-18,83.61,1.31,Completed
LRN01947,10288,Workplace Safety,Compliance,2012-02-16,,65.96,,In Progress
LRN01948,10288,Company Orientation,Orientation,2012-02-15,,,,Assigned
LRN01949,10288,HR Policies and Benefits,Orientation,2012-02-16,2012-02-17,83.16,1.59,Completed
LRN01950,10288,Communication and Collaboration Tools,Orientation,2012-02-17,,,,Overdue
LRN01951,10288,Department Process Training,Role-specific,2012-02-20,2012-03-04,80.91,4.06,Completed
LRN01952,10288,Role Fundamentals,Role-specific,2012-02-22,2012-03-01,90.38,6.8,Completed
LRN01953,10288,Role Tools and Systems,Role-specific,2012-02-23,2012-03-09,85.47,6.37,Completed
LRN01954,10025,Information Security Awareness,Compliance,2013-05-14,2013-05-25,99.69,2.62,Completed
LRN01955,10025,Data Privacy and Protection,Compliance,2013-05-15,2013-05-28,88.72,1.69,Completed
LRN01956,10025,Code of Conduct,Compliance,2013-05-13,2013-05-18,77.32,1.51,Completed
LRN01957,10025,Workplace Safety,Compliance,2013-05-14,2013-05-21,70.47,1.85,Completed
LRN01958,10025,Company Orientation,Orientation,2013-05-13,,,,In Progress
LRN01959,10025,HR Policies and Benefits,Orientation,2013-05-14,,,,Assigned
LRN01960,10025,Communication and Collaboration Tools,Orientation,2013-05-15,,,,Assigned
LRN01961,10025,Department Process Training,Role-specific,2013-05-18,2013-05-26,84.63,4.68,Completed
LRN01962,10025,Role Fundamentals,Role-specific,2013-05-20,,,,In Progress
LRN01963,10025,Role Tools and Systems,Role-specific,2013-05-21,,,,In Progress
LRN01964,10025,Professional Development,Optional,2013-05-28,,,,Assigned
LRN01965,10223,Information Security Awareness,Compliance,2012-01-10,2012-01-14,80.01,2.57,Completed
LRN01966,10223,Data Privacy and Protection,Compliance,2012-01-11,2012-01-20,87.16,1.92,Completed
LRN01967,10223,Code of Conduct,Compliance,2012-01-09,2012-01-13,72.95,1.92,Completed
LRN01968,10223,Workplace Safety,Compliance,2012-01-10,2012-01-14,81.03,1.75,Completed
LRN01969,10223,Company Orientation,Orientation,2012-01-09,,,,Overdue
LRN01970,10223,HR Policies and Benefits,Orientation,2012-01-10,,,,In Progress
LRN01971,10223,Communication and Collaboration Tools,Orientation,2012-01-11,2012-01-15,83.69,2.5,Completed
LRN01972,10223,Department Process Training,Role-specific,2012-01-14,2012-01-29,80.45,5.19,Completed
LRN01973,10223,Role Fundamentals,Role-specific,2012-01-16,2012-01-26,86.16,6.91,Completed
LRN01974,10223,Role Tools and Systems,Role-specific,2012-01-17,,,,Assigned
LRN01975,10151,Information Security Awareness,Compliance,2015-02-17,,,,Overdue
LRN01976,10151,Data Privacy and Protection,Compliance,2015-02-18,2015-02-25,86.08,2.35,Completed
LRN01977,10151,Code of Conduct,Compliance,2015-02-16,2015-02-18,100.0,1.45,Completed
LRN01978,10151,Workplace Safety,Compliance,2015-02-17,,54.83,,In Progress
LRN01979,10151,Company Orientation,Orientation,2015-02-16,,79.36,,In Progress
LRN01980,10151,HR Policies and Benefits,Orientation,2015-02-17,2015-02-18,95.81,2.62,Completed
LRN01981,10151,Communication and Collaboration Tools,Orientation,2015-02-18,,,,Overdue
LRN01982,10151,Department Process Training,Role-specific,2015-02-21,2015-03-03,82.04,5.45,Completed
LRN01983,10151,Role Fundamentals,Role-specific,2015-02-23,2015-03-04,91.75,7.21,Completed
LRN01984,10151,Role Tools and Systems,Role-specific,2015-02-24,2015-03-12,87.76,5.33,Completed
LRN01985,10151,Professional Development,Optional,2015-03-03,2015-03-06,77.08,4.02,Completed
LRN01986,10254,Information Security Awareness,Compliance,2013-04-02,,68.52,,In Progress
LRN01987,10254,Data Privacy and Protection,Compliance,2013-04-03,2013-04-17,89.43,2.45,Completed
LRN01988,10254,Code of Conduct,Compliance,2013-04-01,2013-04-11,88.99,0.89,Completed
LRN01989,10254,Workplace Safety,Compliance,2013-04-02,,,,Assigned
LRN01990,10254,Company Orientation,Orientation,2013-04-01,2013-04-06,85.02,2.44,Completed
